ID,Pathway
PPARG,Regulation of PTEN gene transcription
MED1,Estrogen-dependent gene expression
MED1,Respiratory Syncytial Virus Infection Pathway
MED1,RSV-host interactions
IL17RD,MAP2K and MAPK activation
ZRANB1,Degradation of beta-catenin by the destruction complex
RNF111,Signaling by TGF-beta Receptor Complex
RNF111,Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer
RNF111,Downregulation of SMAD2/3:SMAD4 transcriptional activity
RNF111,SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription
PPIA,Budding and maturation of HIV virion
PPIA,Early Phase of HIV Life Cycle
PPIA,Host Interactions of HIV factors
PPIA,Assembly Of The HIV Virion
PPIA,SARS-CoV-1-host interactions
PPIA,SARS-CoV-1 activates/modulates innate immune responses
PPIB,SARS-CoV-1-host interactions
PPIB,SARS-CoV-1 activates/modulates innate immune responses
MED18,Respiratory Syncytial Virus Infection Pathway
MED18,RSV-host interactions
GATAD2A,Regulation of PTEN gene transcription
GATAD2A,Potential therapeutics for SARS
ESRP1,Signaling by FGFR
ESRP1,Signaling by FGFR2
ESRP1,FGFR2 alternative splicing
ARHGEF38,NRAGE signals death through JNK
ARHGEF38,p75 NTR receptor-mediated signalling
ARHGEF38,"Cell death signalling via NRAGE, NRIF and NADE"
ARHGEF38,G alpha (12/13) signalling events
FNBP1L,RHOJ GTPase cycle
RNF43,Regulation of FZD by ubiquitination
MKS1,Hedgehog 'off' state
PPM1A,MTOR signalling
PPM1A,Signaling by TGF-beta Receptor Complex
PPM1A,Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer
PPM1A,Downregulation of SMAD2/3:SMAD4 transcriptional activity
PPM1A,Energy dependent regulation of mTOR by LKB1-AMPK
PARP16,Maturation of nucleoprotein
PARP16,Translation of Structural Proteins
PARP16,Late SARS-CoV-2 Infection Events
GEMIN8,SARS-CoV-2 modulates host translation machinery
PPP1CA,Opioid Signalling
PPP1CA,Signaling by TGF-beta Receptor Complex
PPP1CA,DARPP-32 events
PPP1CA,Downregulation of TGF-beta receptor signaling
PPP1CA,TGF-beta receptor signaling activates SMADs
PPP1CA,Respiratory Syncytial Virus Infection Pathway
PPP1CA,"Respiratory syncytial virus (RSV) genome replication, transcription and translation"
PPP1CA,Maturation of hRSV A proteins
PPP1CB,Signaling by TGF-beta Receptor Complex
PPP1CB,Downregulation of TGF-beta receptor signaling
PPP1CB,TGF-beta receptor signaling activates SMADs
PPP1CB,RHO GTPases activate PKNs
PPP1CB,RHO GTPases activate CIT
PPP1CB,RHO GTPases Activate ROCKs
PPP1CB,RHO GTPases activate PAKs
PPP1CB,RAF activation
PPP1CB,Oncogenic MAPK signaling
PPP1CB,Respiratory Syncytial Virus Infection Pathway
PPP1CB,"Respiratory syncytial virus (RSV) genome replication, transcription and translation"
PPP1CB,Maturation of hRSV A proteins
PPP1CC,Signaling by TGF-beta Receptor Complex
PPP1CC,Downregulation of TGF-beta receptor signaling
PPP1CC,TGF-beta receptor signaling activates SMADs
PPP1CC,RHO GTPases Activate Formins
PPP1CC,RAF activation
PPP1CC,Oncogenic MAPK signaling
PPP1CC,Respiratory Syncytial Virus Infection Pathway
PPP1CC,"Respiratory syncytial virus (RSV) genome replication, transcription and translation"
PPP1CC,Maturation of hRSV A proteins
PHIP,RHOBTB2 GTPase cycle
PHIP,RHOBTB GTPase Cycle
VPS37C,Budding and maturation of HIV virion
VPS37C,Assembly Of The HIV Virion
VPS37C,HCMV Infection
VPS37C,HCMV Late Events
PPP1R3C,Diseases of metabolism
RNF31,TNFR1-induced proapoptotic signaling
RNF31,Regulation of TNFR1 signaling
RNF31,TNFR1-induced NF-kappa-B signaling pathway
RNF31,TNF signaling
UACA,RHOH GTPase cycle
IFT57,Hedgehog 'off' state
MED9,Respiratory Syncytial Virus Infection Pathway
MED9,RSV-host interactions
ANO1,Induction of Cell-Cell Fusion
ANO1,Late SARS-CoV-2 Infection Events
ARHGAP17,RAC2 GTPase cycle
ARHGAP17,RHOD GTPase cycle
ARHGAP17,RHOQ GTPase cycle
ARHGAP17,RAC3 GTPase cycle
ANO10,Induction of Cell-Cell Fusion
ANO10,Late SARS-CoV-2 Infection Events
PPP2CA,Opioid Signalling
PPP2CA,DARPP-32 events
PPP2CA,Signaling by NTRK1 (TRKA)
PPP2CA,Signaling by FGFR
PPP2CA,Degradation of beta-catenin by the destruction complex
PPP2CA,Beta-catenin phosphorylation cascade
PPP2CA,Nuclear Events (kinase and transcription factor activation)
PPP2CA,ERK/MAPK targets
PPP2CA,Negative regulation of the PI3K/AKT network
PPP2CA,ERKs are inactivated
PPP2CA,Disassembly of the destruction complex and recruitment of AXIN to the membrane
PPP2CA,Signaling by WNT in cancer
PPP2CA,Signaling by AXIN mutants
PPP2CA,Signaling by CTNNB1 phospho-site mutants
PPP2CA,Signaling by APC mutants
PPP2CA,Signaling by AMER1 mutants
PPP2CA,Signaling by GSK3beta mutants
PPP2CA,CTNNB1 S33 mutants aren't phosphorylated
PPP2CA,CTNNB1 S37 mutants aren't phosphorylated
PPP2CA,CTNNB1 S45 mutants aren't phosphorylated
PPP2CA,CTNNB1 T41 mutants aren't phosphorylated
PPP2CA,APC truncation mutants have impaired AXIN binding
PPP2CA,AXIN missense mutants destabilize the destruction complex
PPP2CA,Truncations of AMER1 destabilize the destruction complex
PPP2CA,Negative regulation of FGFR1 signaling
PPP2CA,Negative regulation of FGFR2 signaling
PPP2CA,Negative regulation of FGFR3 signaling
PPP2CA,Negative regulation of FGFR4 signaling
PPP2CA,Signaling by FGFR1
PPP2CA,Signaling by FGFR2
PPP2CA,Signaling by FGFR3
PPP2CA,Signaling by FGFR4
PPP2CA,RHO GTPases Activate Formins
PPP2CA,RAF activation
PPP2CA,Negative regulation of MAPK pathway
PPP2CA,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling"
PPP2CB,Opioid Signalling
PPP2CB,DARPP-32 events
PPP2CB,Signaling by NTRK1 (TRKA)
PPP2CB,Signaling by FGFR
PPP2CB,Degradation of beta-catenin by the destruction complex
PPP2CB,Beta-catenin phosphorylation cascade
PPP2CB,Nuclear Events (kinase and transcription factor activation)
PPP2CB,ERK/MAPK targets
PPP2CB,Negative regulation of the PI3K/AKT network
PPP2CB,ERKs are inactivated
PPP2CB,Disassembly of the destruction complex and recruitment of AXIN to the membrane
PPP2CB,Signaling by WNT in cancer
PPP2CB,Signaling by AXIN mutants
PPP2CB,Signaling by CTNNB1 phospho-site mutants
PPP2CB,Signaling by APC mutants
PPP2CB,Signaling by AMER1 mutants
PPP2CB,Signaling by GSK3beta mutants
PPP2CB,CTNNB1 S33 mutants aren't phosphorylated
PPP2CB,CTNNB1 S37 mutants aren't phosphorylated
PPP2CB,CTNNB1 S45 mutants aren't phosphorylated
PPP2CB,CTNNB1 T41 mutants aren't phosphorylated
PPP2CB,APC truncation mutants have impaired AXIN binding
PPP2CB,AXIN missense mutants destabilize the destruction complex
PPP2CB,Truncations of AMER1 destabilize the destruction complex
PPP2CB,Negative regulation of FGFR1 signaling
PPP2CB,Negative regulation of FGFR2 signaling
PPP2CB,Negative regulation of FGFR3 signaling
PPP2CB,Negative regulation of FGFR4 signaling
PPP2CB,Signaling by FGFR1
PPP2CB,Signaling by FGFR2
PPP2CB,Signaling by FGFR3
PPP2CB,Signaling by FGFR4
PPP2CB,RHO GTPases Activate Formins
PPP2CB,RAF activation
PPP2CB,Negative regulation of MAPK pathway
PPP2CB,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling"
ARHGEF10L,NRAGE signals death through JNK
ARHGEF10L,p75 NTR receptor-mediated signalling
ARHGEF10L,"Cell death signalling via NRAGE, NRIF and NADE"
ARHGEF10L,G alpha (12/13) signalling events
ARHGEF10L,RHOA GTPase cycle
ARHGEF10L,RHOB GTPase cycle
ARHGEF10L,RHOC GTPase cycle
PPP2R1A,Opioid Signalling
PPP2R1A,DARPP-32 events
PPP2R1A,Signaling by NTRK1 (TRKA)
PPP2R1A,Signaling by FGFR
PPP2R1A,Degradation of beta-catenin by the destruction complex
PPP2R1A,Beta-catenin phosphorylation cascade
PPP2R1A,Nuclear Events (kinase and transcription factor activation)
PPP2R1A,ERK/MAPK targets
PPP2R1A,Negative regulation of the PI3K/AKT network
PPP2R1A,ERKs are inactivated
PPP2R1A,Disassembly of the destruction complex and recruitment of AXIN to the membrane
PPP2R1A,Signaling by WNT in cancer
PPP2R1A,Signaling by AXIN mutants
PPP2R1A,Signaling by CTNNB1 phospho-site mutants
PPP2R1A,Signaling by APC mutants
PPP2R1A,Signaling by AMER1 mutants
PPP2R1A,Signaling by GSK3beta mutants
PPP2R1A,CTNNB1 S33 mutants aren't phosphorylated
PPP2R1A,CTNNB1 S37 mutants aren't phosphorylated
PPP2R1A,CTNNB1 S45 mutants aren't phosphorylated
PPP2R1A,CTNNB1 T41 mutants aren't phosphorylated
PPP2R1A,APC truncation mutants have impaired AXIN binding
PPP2R1A,AXIN missense mutants destabilize the destruction complex
PPP2R1A,Truncations of AMER1 destabilize the destruction complex
PPP2R1A,Negative regulation of FGFR1 signaling
PPP2R1A,Negative regulation of FGFR2 signaling
PPP2R1A,Negative regulation of FGFR3 signaling
PPP2R1A,Negative regulation of FGFR4 signaling
PPP2R1A,Signaling by FGFR1
PPP2R1A,Signaling by FGFR2
PPP2R1A,Signaling by FGFR3
PPP2R1A,Signaling by FGFR4
PPP2R1A,RHO GTPases Activate Formins
PPP2R1A,RAF activation
PPP2R1A,Negative regulation of MAPK pathway
PPP2R1A,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling"
PPP2R1B,Opioid Signalling
PPP2R1B,DARPP-32 events
PPP2R1B,Signaling by NTRK1 (TRKA)
PPP2R1B,Degradation of beta-catenin by the destruction complex
PPP2R1B,Beta-catenin phosphorylation cascade
PPP2R1B,Nuclear Events (kinase and transcription factor activation)
PPP2R1B,ERK/MAPK targets
PPP2R1B,Negative regulation of the PI3K/AKT network
PPP2R1B,ERKs are inactivated
PPP2R1B,Disassembly of the destruction complex and recruitment of AXIN to the membrane
PPP2R1B,Signaling by WNT in cancer
PPP2R1B,Signaling by AXIN mutants
PPP2R1B,Signaling by CTNNB1 phospho-site mutants
PPP2R1B,Signaling by APC mutants
PPP2R1B,Signaling by AMER1 mutants
PPP2R1B,Signaling by GSK3beta mutants
PPP2R1B,CTNNB1 S33 mutants aren't phosphorylated
PPP2R1B,CTNNB1 S37 mutants aren't phosphorylated
PPP2R1B,CTNNB1 S45 mutants aren't phosphorylated
PPP2R1B,CTNNB1 T41 mutants aren't phosphorylated
PPP2R1B,APC truncation mutants have impaired AXIN binding
PPP2R1B,AXIN missense mutants destabilize the destruction complex
PPP2R1B,Truncations of AMER1 destabilize the destruction complex
PPP2R1B,RHO GTPases Activate Formins
PPP2R1B,RAF activation
PPP2R1B,Negative regulation of MAPK pathway
PPP2R1B,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling"
AVPR1A,Peptide ligand-binding receptors
AVPR1A,SLC transporter disorders
AVPR1A,Disorders of transmembrane transporters
LRRC1,RND2 GTPase cycle
STEAP3,RHOD GTPase cycle
STEAP3,RHOQ GTPase cycle
STEAP3,RHOJ GTPase cycle
STEAP3,RHOF GTPase cycle
PPP2R5A,Degradation of beta-catenin by the destruction complex
PPP2R5A,Beta-catenin phosphorylation cascade
PPP2R5A,Negative regulation of the PI3K/AKT network
PPP2R5A,Disassembly of the destruction complex and recruitment of AXIN to the membrane
PPP2R5A,Signaling by WNT in cancer
PPP2R5A,Signaling by AXIN mutants
PPP2R5A,Signaling by CTNNB1 phospho-site mutants
PPP2R5A,Signaling by APC mutants
PPP2R5A,Signaling by AMER1 mutants
PPP2R5A,Signaling by GSK3beta mutants
PPP2R5A,CTNNB1 S33 mutants aren't phosphorylated
PPP2R5A,CTNNB1 S37 mutants aren't phosphorylated
PPP2R5A,CTNNB1 S45 mutants aren't phosphorylated
PPP2R5A,CTNNB1 T41 mutants aren't phosphorylated
PPP2R5A,APC truncation mutants have impaired AXIN binding
PPP2R5A,AXIN missense mutants destabilize the destruction complex
PPP2R5A,Truncations of AMER1 destabilize the destruction complex
PPP2R5A,RHO GTPases Activate Formins
PPP2R5A,RAF activation
PPP2R5A,Negative regulation of MAPK pathway
PPP2R5A,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling"
PPP2R5B,Degradation of beta-catenin by the destruction complex
PPP2R5B,Beta-catenin phosphorylation cascade
PPP2R5B,Negative regulation of the PI3K/AKT network
PPP2R5B,Disassembly of the destruction complex and recruitment of AXIN to the membrane
PPP2R5B,Signaling by WNT in cancer
PPP2R5B,Signaling by AXIN mutants
PPP2R5B,Signaling by CTNNB1 phospho-site mutants
PPP2R5B,Signaling by APC mutants
PPP2R5B,Signaling by AMER1 mutants
PPP2R5B,Signaling by GSK3beta mutants
PPP2R5B,CTNNB1 S33 mutants aren't phosphorylated
PPP2R5B,CTNNB1 S37 mutants aren't phosphorylated
PPP2R5B,CTNNB1 S45 mutants aren't phosphorylated
PPP2R5B,CTNNB1 T41 mutants aren't phosphorylated
PPP2R5B,APC truncation mutants have impaired AXIN binding
PPP2R5B,AXIN missense mutants destabilize the destruction complex
PPP2R5B,Truncations of AMER1 destabilize the destruction complex
PPP2R5B,RHO GTPases Activate Formins
PPP2R5B,RAF activation
PPP2R5B,Negative regulation of MAPK pathway
PPP2R5B,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling"
PPP2R5C,Degradation of beta-catenin by the destruction complex
PPP2R5C,Beta-catenin phosphorylation cascade
PPP2R5C,Negative regulation of the PI3K/AKT network
PPP2R5C,Disassembly of the destruction complex and recruitment of AXIN to the membrane
PPP2R5C,Signaling by WNT in cancer
PPP2R5C,Signaling by AXIN mutants
PPP2R5C,Signaling by CTNNB1 phospho-site mutants
PPP2R5C,Signaling by APC mutants
PPP2R5C,Signaling by AMER1 mutants
PPP2R5C,Signaling by GSK3beta mutants
PPP2R5C,CTNNB1 S33 mutants aren't phosphorylated
PPP2R5C,CTNNB1 S37 mutants aren't phosphorylated
PPP2R5C,CTNNB1 S45 mutants aren't phosphorylated
PPP2R5C,CTNNB1 T41 mutants aren't phosphorylated
PPP2R5C,APC truncation mutants have impaired AXIN binding
PPP2R5C,AXIN missense mutants destabilize the destruction complex
PPP2R5C,Truncations of AMER1 destabilize the destruction complex
PPP2R5C,RHO GTPases Activate Formins
PPP2R5C,RAF activation
PPP2R5C,Negative regulation of MAPK pathway
PPP2R5C,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling"
PPP2R5D,Opioid Signalling
PPP2R5D,DARPP-32 events
PPP2R5D,Signaling by NTRK1 (TRKA)
PPP2R5D,Degradation of beta-catenin by the destruction complex
PPP2R5D,Beta-catenin phosphorylation cascade
PPP2R5D,Nuclear Events (kinase and transcription factor activation)
PPP2R5D,ERK/MAPK targets
PPP2R5D,Negative regulation of the PI3K/AKT network
PPP2R5D,ERKs are inactivated
PPP2R5D,Disassembly of the destruction complex and recruitment of AXIN to the membrane
PPP2R5D,Signaling by WNT in cancer
PPP2R5D,Signaling by AXIN mutants
PPP2R5D,Signaling by CTNNB1 phospho-site mutants
PPP2R5D,Signaling by APC mutants
PPP2R5D,Signaling by AMER1 mutants
PPP2R5D,Signaling by GSK3beta mutants
PPP2R5D,CTNNB1 S33 mutants aren't phosphorylated
PPP2R5D,CTNNB1 S37 mutants aren't phosphorylated
PPP2R5D,CTNNB1 S45 mutants aren't phosphorylated
PPP2R5D,CTNNB1 T41 mutants aren't phosphorylated
PPP2R5D,APC truncation mutants have impaired AXIN binding
PPP2R5D,AXIN missense mutants destabilize the destruction complex
PPP2R5D,Truncations of AMER1 destabilize the destruction complex
PPP2R5D,RHO GTPases Activate Formins
PPP2R5D,RAF activation
PPP2R5D,Negative regulation of MAPK pathway
PPP2R5D,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling"
PPP2R5E,Degradation of beta-catenin by the destruction complex
PPP2R5E,Beta-catenin phosphorylation cascade
PPP2R5E,Negative regulation of the PI3K/AKT network
PPP2R5E,Disassembly of the destruction complex and recruitment of AXIN to the membrane
PPP2R5E,Signaling by WNT in cancer
PPP2R5E,Signaling by AXIN mutants
PPP2R5E,Signaling by CTNNB1 phospho-site mutants
PPP2R5E,Signaling by APC mutants
PPP2R5E,Signaling by AMER1 mutants
PPP2R5E,Signaling by GSK3beta mutants
PPP2R5E,CTNNB1 S33 mutants aren't phosphorylated
PPP2R5E,CTNNB1 S37 mutants aren't phosphorylated
PPP2R5E,CTNNB1 S45 mutants aren't phosphorylated
PPP2R5E,CTNNB1 T41 mutants aren't phosphorylated
PPP2R5E,APC truncation mutants have impaired AXIN binding
PPP2R5E,AXIN missense mutants destabilize the destruction complex
PPP2R5E,Truncations of AMER1 destabilize the destruction complex
PPP2R5E,RHO GTPases Activate Formins
PPP2R5E,RAF activation
PPP2R5E,Negative regulation of MAPK pathway
PPP2R5E,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling"
AVPR1B,Peptide ligand-binding receptors
AVPR1B,SLC transporter disorders
AVPR1B,Disorders of transmembrane transporters
PPP3CA,Opioid Signalling
PPP3CA,DARPP-32 events
PPP3CA,Ca2+ pathway
PPP3CB,Opioid Signalling
PPP3CB,DARPP-32 events
PPP3CB,Ca2+ pathway
PPP3CC,Opioid Signalling
PPP3CC,DARPP-32 events
PPP3R1,Opioid Signalling
PPP3R1,DARPP-32 events
PPP3R1,Ca2+ pathway
PPP5C,Negative regulation of MAPK pathway
LGR4,Regulation of FZD by ubiquitination
AVPR2,Peptide ligand-binding receptors
AVPR2,G alpha (s) signalling events
AVPR2,SLC transporter disorders
AVPR2,Disorders of transmembrane transporters
STRADB,MTOR signalling
STRADB,Energy dependent regulation of mTOR by LKB1-AMPK
PRF1,Signaling by ALK in cancer
PRF1,Signaling by ALK fusions and activated point mutants
PRF1,Nuclear events stimulated by ALK signaling in cancer
SMPD3,TNF signaling
MAML3,Pre-NOTCH Transcription and Translation
MAML3,Pre-NOTCH Expression and Processing
MAML3,Signaling by NOTCH1
MAML3,Signaling by NOTCH2
MAML3,NOTCH1 Intracellular Domain Regulates Transcription
MAML3,NOTCH2 intracellular domain regulates transcription
MAML3,Signaling by NOTCH1 PEST Domain Mutants in Cancer
MAML3,Signaling by NOTCH1 in Cancer
MAML3,Constitutive Signaling by NOTCH1 PEST Domain Mutants
MAML3,Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer
MAML3,Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants
MAML3,Signaling by NOTCH3
MAML3,NOTCH3 Intracellular Domain Regulates Transcription
MAML3,Signaling by NOTCH4
MAML3,NOTCH4 Intracellular Domain Regulates Transcription
SOX6,Deactivation of the beta-catenin transactivating complex
PRIM1,Diseases of programmed cell death
PRIM1,Defective pyroptosis
PRIM2,Diseases of programmed cell death
PRIM2,Defective pyroptosis
MED29,Respiratory Syncytial Virus Infection Pathway
MED29,RSV-host interactions
PRR5,Signaling by VEGF
PRR5,PI3K/AKT Signaling in Cancer
PRR5,VEGFA-VEGFR2 Pathway
PRR5,VEGFR2 mediated vascular permeability
PRR5,Constitutive Signaling by AKT1 E17K in Cancer
DOCK10,RAC2 GTPase cycle
DOCK10,RAC3 GTPase cycle
PRKAA1,MTOR signalling
PRKAA1,Energy dependent regulation of mTOR by LKB1-AMPK
STAP2,Signaling by PTK6
STAP2,Signaling by Non-Receptor Tyrosine Kinases
ZDHHC7,Extra-nuclear estrogen signaling
PRKAA2,MTOR signalling
PRKAA2,Energy dependent regulation of mTOR by LKB1-AMPK
PRKAB1,MTOR signalling
PRKAB1,Energy dependent regulation of mTOR by LKB1-AMPK
PRKAB2,MTOR signalling
PRKAB2,Energy dependent regulation of mTOR by LKB1-AMPK
PRKACA,Opioid Signalling
PRKACA,PKA-mediated phosphorylation of CREB
PRKACA,Calmodulin induced events
PRKACA,Ca-dependent events
PRKACA,CaM pathway
PRKACA,G-protein mediated events
PRKACA,PLC beta mediated events
PRKACA,DAG and IP3 signaling
PRKACA,PKA activation
PRKACA,DARPP-32 events
PRKACA,Signaling by VEGF
PRKACA,G alpha (s) signalling events
PRKACA,VEGFA-VEGFR2 Pathway
PRKACA,Degradation of GLI1 by the proteasome
PRKACA,Degradation of GLI2 by the proteasome
PRKACA,GLI3 is processed to GLI3R by the proteasome
PRKACA,Hedgehog 'off' state
PRKACA,MAPK6/MAPK4 signaling
PRKACA,Loss of function of MECP2 in Rett syndrome
PRKACA,Pervasive developmental disorders
PRKACA,GPER1 signaling
PRKACA,ADORA2B mediated anti-inflammatory cytokines production
PRKACA,Anti-inflammatory response favouring Leishmania parasite infection
PRKACA,FCGR3A-mediated IL10 synthesis
PRKACA,Leishmania parasite growth and survival
PRKACA,Disorders of Developmental Biology
PRKACA,Disorders of Nervous System Development
PRKACB,Opioid Signalling
PRKACB,PKA-mediated phosphorylation of CREB
PRKACB,Calmodulin induced events
PRKACB,Ca-dependent events
PRKACB,CaM pathway
PRKACB,G-protein mediated events
PRKACB,PLC beta mediated events
PRKACB,DAG and IP3 signaling
PRKACB,PKA activation
PRKACB,DARPP-32 events
PRKACB,Signaling by VEGF
PRKACB,G alpha (s) signalling events
PRKACB,VEGFA-VEGFR2 Pathway
PRKACB,Degradation of GLI1 by the proteasome
PRKACB,Degradation of GLI2 by the proteasome
